202206;0.85
202205;0.29
202204;0.01
202203;-0.24
202202;-0.34
202201;-0.48
202112;-0.5
202111;-0.49
202110;-0.48
202109;-0.49
202108;-0.5
202107;-0.49
202106;-0.48
202105;-0.48
202104;-0.48
202103;-0.49
202102;-0.5
202101;-0.51
202012;-0.5
202011;-0.48
202010;-0.47
202009;-0.42
202008;-0.36
202007;-0.28
202006;-0.15
202005;-0.08
202004;-0.11
202003;-0.27
202002;-0.29
202001;-0.25
201912;-0.26
201911;-0.27
201910;-0.3
201909;-0.34
201908;-0.36
201907;-0.28
201906;-0.19
201905;-0.13
201904;-0.11
201903;-0.11
201902;-0.11
201901;-0.12
201812;-0.13
201811;-0.15
201810;-0.15
201809;-0.17
201808;-0.17
201807;-0.18
201806;-0.18
201805;-0.19
201804;-0.19
201803;-0.19
201802;-0.19
201801;-0.19
201712;-0.19
201711;-0.19
201710;-0.18
201709;-0.17
201708;-0.16
201707;-0.15
201706;-0.15
201705;-0.13
201704;-0.12
201703;-0.11
201702;-0.11
201701;-0.1
201612;-0.08
201611;-0.07
201610;-0.07
201609;-0.06
201608;-0.05
201607;-0.06
201606;-0.03
201605;-0.01
201604;-0.01
201603;-0.01
201602;-0.01
201601;0.04
201512;0.06
201511;0.08
201510;0.13
201509;0.15
201508;0.16
201507;0.17
201506;0.16
201505;0.17
201504;0.18
201503;0.21
201502;0.26
201501;0.3
201412;0.33
201411;0.34
201410;0.34
201409;0.36
201408;0.47
201407;0.49
201406;0.51
201405;0.59
201404;0.6
201403;0.58
201402;0.55
201401;0.56
201312;0.54
201311;0.51
201310;0.54
201309;0.54
201308;0.54
201307;0.53
201306;0.51
201305;0.48
201304;0.53
201303;0.55
201302;0.59
201301;0.58
201212;0.55
201211;0.59
201210;0.65
201209;0.74
201208;0.88
201207;1.06
201206;1.22
201205;1.27
201204;1.37
201203;1.5
201202;1.68
201201;1.84
201112;2
201111;2.04
201110;2.11
201109;2.07
201108;2.1
201107;2.18
201106;2.14
201105;2.15
201104;2.09
201103;1.92
201102;1.71
201101;1.55
201012;1.53
201011;1.54
201010;1.5
201009;1.42
201008;1.42
201007;1.37
201006;1.28
201005;1.25
201004;1.23
201003;1.22
201002;1.23
201001;1.23
200912;1.24
200911;1.23
200910;1.24
200909;1.26
200908;1.33
200907;1.41
200906;1.61
200905;1.64
200904;1.77
200903;1.91
200902;2.14
200901;2.62
200812;3.45
200811;4.35
200810;5.25
200809;5.38
200808;5.32
200807;5.39
200806;5.36
200805;4.99
200804;4.82
200803;4.59
200802;4.35
200801;4.5
200712;4.79
200711;4.61
200710;4.65
200709;4.72
200708;4.67
200707;4.56
200706;4.51
200705;4.37
200704;4.25
200703;4.11
200702;4.09
200701;4.06
200612;3.92
200611;3.86
200610;3.8
200609;3.72
200608;3.62
200607;3.54
200606;3.4
200605;3.31
200604;3.22
200603;3.11
200602;2.91
200601;2.83
200512;2.78
200511;2.68
200510;2.41
200509;2.22
200508;2.22
200507;2.17
200506;2.1
200505;2.19
200504;2.27
200503;2.34
200502;2.31
200501;2.31
200412;2.3
200411;2.33
200410;2.32
200409;2.38
200408;2.3
200407;2.36
200406;2.4
200405;2.3
200404;2.16
200403;2.06
200402;2.16
200401;2.22
200312;2.38
200311;2.41
200310;2.3
200309;2.26
200308;2.28
200307;2.08
200306;2.01
200305;2.25
200304;2.45
200303;2.41
200302;2.5
200301;2.71
200212;2.87
200211;3.02
200210;3.13
200209;3.24
200208;3.44
200207;3.65
200206;3.87
200205;3.96
200204;3.86
200203;3.82
200202;3.59
200201;3.48
200112;3.3
200111;3.2
200110;3.37
200109;3.77
200108;4.11
200107;4.31
200106;4.31
200105;4.52
200104;4.48
200103;4.47
200102;4.59
200101;4.57
200012;4.88
200011;5.19
200010;5.22
200009;5.22
200008;5.25
200007;5.11
200006;4.97
200005;4.85
200004;4.37
200003;4.27
200002;4.11
200001;3.95
199912;3.83
199911;3.69
199910;3.68
199909;3.3
199908;3.24
199907;3.03
199906;2.84
199905;2.68
199904;2.76
199903;3.05
199902;3.03
199901;3.06
